title,author,cover,pages,publisher,publish_year,rating,rating_count,rating_5,rating_4,rating_3,rating_2,rating_1,rated_high
"Waddle, Waddle, Quack, Quack, Quack","Barbara Anne Skalak, Sylvia Long",Hardcover,36,Chronicle,2005,3.79,75,17,28,27,3,0,0
"Careful, Santa!","Julie Sykes, Tim Warnes (Author) (Illustrator)",Paperback,32,Scholastic,2002,3.51,75,18,16,29,10,2,0
Mary Anning and the Sea Dragon,"Jeannine Atkins (Author), Michael Dooling (Illustrator)",Hardcover,32,Farrar Straus and Giroux,1999,3.8499999999999996,75,16,36,19,4,0,0
Where's Prancer?,Syd Hoff,Hardcover,32,HarperCollins Publishers,1997,3.4899999999999998,75,8,26,36,5,0,0
"You're a Hero, Daley B!","Jon Blake (Author), Axel Scheffler (Illustrator)",Paperback,32,Walker,1994,4.2,75,37,19,16,3,0,1
"Ultra-Violet Catastrophe! Or, The Unexpected Walk with Great-Uncle Magnus Pringle","Margaret Mahy, Brian Froud (Illustrator)",NA,32,Parents,1975,4.56,75,48,21,6,0,0,1
The Witch of Hissing Hill,"Mary Calhoun, Janet McCaffery (Illustrator)",Hardcover,32,William Morrow,1964,4.29,75,34,30,10,1,0,1
Brer Rabbit and Boss Lion (Rabbit Ears),Brad Kessler,NA,NA,NA,NA,3.9499999999999997,75,35,19,11,2,8,0
The Adventures of Lola,"Jade Harley (Author), Craig Phillips (Illustrator)",Paperback,146,NA,2017,4.31,75,40,21,12,1,1,1
Whose Nest?,"Lynette Evans, Guy Troughton (Illustrations)",Hardcover,40,Insight Kids,2013,4.24,75,29,36,9,1,0,1
Balloon Toons: Dinosaurs in Space,Pranas T. Naujokaitis (Author),Hardcover,40,Blue Apple,2012,4.09,75,30,27,14,3,1,1
Uncle Wiggly's Storybook,Howard R. Garis,NA,NA,Greathall Productions,2003,4.109999999999999,75,31,24,18,1,1,1
Colt,Nancy Springer (Author),Paperback,128,Puffin,1994,3.8099999999999996,75,21,24,25,5,0,0
Pigs from A to Z,Arthur Geisert,Hardcover,64,HMH Books for Young Readers,1986,3.9699999999999998,75,27,24,19,5,0,0
Anno's Counting House,Mitsumasa Anno,Hardcover,49,Philomel,1982,3.67,75,21,22,20,10,2,0
Lazy Tommy Pumpkinhead,William Pène du Bois,Hardcover,32,HarperCollins Publishers,1966,4.52,75,50,17,6,1,1,1
Leonard The Clever Lion,Leela Hope (Author),Kindle Edition,25,NA,2014,4.22,74,45,13,8,3,5,1
Goldie Takes a Stand: Golda Meir's First Crusade,"Barbara Krasner, Kelsey Garrity-Riley (Illustrator)",Hardcover,32,Kar,2014,3.86,74,21,24,27,2,0,0
"Soy feliz, no me preocupo",Jimmy Liao,Paperback,128,Barbara Fiore Editora,2012,4.159999999999999,74,33,26,11,2,2,1
Emily and Carlo,"Marty Rhodes Figley, Catherine Stock (Author)",Hardcover,32,Charlesbridge,2012,4.28,74,36,27,7,4,0,1
My Dog is Lost!,"Ezra Jack Keats, Pat Cherr",Paperback,32,Puffin,1999,3.9099999999999997,74,22,29,17,6,0,0
"Pass the Jam, Jim (Big Book)",Kaye Umansky,Hardcover,32,Red Fox,1992,4.2,74,31,30,10,3,0,1
Doodgewoon,"Bette Westera, Sylvia Weve (Illustrator)",Hardcover,112,Gottmer,2014,4.46,74,39,32,1,2,0,1
Little Red Riding Hood,"Lari Don (Author), Célia Chauffrey (Illustrator), Imelda Staunton (Narrator)",Hardcover,32,Barefoot,2012,3.8099999999999996,74,17,33,18,5,1,0
"Archie Americana Series: Best of the Sixties, Vol. 1","John L. Goldwater, Harry Lucey (Illustrator), Dan DeCarlo (Illustrator), Frankie Avalon (Introduction)",Paperback,96,Archie Comics,2005,3.84,74,24,18,29,2,1,0
Five Dolls in a House,"Helen Clare, Aliki (Illustrator)",Hardcover,244,Bodley Head Children,1972,4.2,74,33,28,9,3,1,1
"Wood, Wire, Wings: Emma Lilian Todd Invents an Airplane","Kirsten W. Larson (Author), Tracy Subisak (Author) (Illustrator)",Hardcover,48,Calkins Creek,2020,4.73,73,61,6,5,0,1,1
Harry and the Monster,"Sue Mongredien, Nick East (Illustrations)",Hardcover,32,Tiger Tales,2013,3.66,73,19,22,22,8,2,0
What Cat Is That?: All About Cats,"Tish Rabe, Aristides Ruiz (Illustrations), Joe Mathieu (Illustrations)",Hardcover,48,Random House Books for Young Readers,2013,4.1499999999999995,73,32,22,17,2,0,1
Ayn Rand For Beginners,"Andrew Bernstein, Owen Brozman (Illustrator)",Paperback,112,For Beginners,2009,3.77,73,23,22,17,10,1,0
New Toes for Tia,Larry Dinkins,Paperback,29,O M F,2007,3.7800000000000002,73,17,28,23,5,0,0
A Small Christmas,Wong Herbert Yee (Author),Hardcover,32,HMH Books for Young Readers,2004,3.56,73,13,23,29,8,0,0
Not My Dog,"Colby Rodowsky, Thomas F. Yezerski (Illustrations)",Paperback,80,Farrar Straus and Giroux,2001,3.4699999999999998,73,14,15,38,3,3,0
The Old Man Who Loved Cheese,"Garrison Keillor, Anne Wilsdorf (Illustrator)",Paperback,32,Megan Tingley,1998,3.86,73,25,23,16,8,1,0
Christmas for 10,Cathryn Falwell,Hardcover,32,Clarion,1998,3.66,73,12,31,23,7,0,0
High-Wire Henry,"Mary Calhoun, Erik Ingraham (Illustrator)",Hardcover,40,Morrow Junior,1991,3.86,73,23,23,22,4,1,0
The Adventures Of Julius Chancer: The Rainbow Orchid V.2,Garen Ewing,Paperback,48,Egmont UK,2010,3.9299999999999997,73,23,27,19,3,1,0
Charles Dickens' A Christmas Carol,"Jane Parker Resnick, Christian Birmingham (Illustrator)",Hardcover,56,Running Press Kids,2000,4.109999999999999,73,33,20,16,3,1,1
"The Shazam! Archives, Vol. 1","Bill Parker, C.C. Beck (Illustrator), Pete Costanza (Ilustrator)",Hardcover,208,DC Comics,1999,4.01,73,28,21,22,1,1,1
I'm Brave! I'm Strong! I'm Five!,"Cari Best, Boris Kulikov (Contributor)",Hardcover,32,Margaret Ferguson,2019,3.15,72,6,15,37,12,2,0
Nonna Tell Me a Story: Lidia's Christmas Kitchen,"Lidia Matticchio Bastianich, Laura Logan (Illustrator)",Hardcover,56,Running Press Kids,2010,3.92,72,25,26,12,8,1,0
What's Wrong with My Hair?,Satoshi Kitamura,Board Book,32,HMH Books for Young Readers,2009,4,72,28,21,18,5,0,0
The Legend of Mistletoe and the Christmas Kittens,"Joe Troiano (Author), Lydia Halverson (Illustrator)",Hardcover,30,Sandy Creek,2008,4.25,72,43,12,10,6,1,1
Peek-A-Choo-Choo!,"Marie Torres Cimarusti, Stephanie Peterson (Illustrations)",Hardcover,12,Dutton Juvenile,2007,3.51,72,12,25,26,6,3,0
The Mare on the Hill,Thomas Locker,Paperback,32,Puffin,1995,4.42,72,39,24,9,0,0,1
"Rich Cat, Poor Cat",Bernard Waber,Paperback,48,Scholastic,1990,4.26,72,35,22,14,1,0,1
The Little Yellow Digger (Read By Reading Series),"Betty Gilderdale, Alan Gilderdale (Illustrator)",NA,NA,NA,NA,4.29,72,34,26,11,1,0,1
The Gnawer of Rocks,"Louise Flaherty, Jim Nelson (Illustrator)",Hardcover,53,Inhabit Media,2017,3.42,72,3,31,31,7,0,0
Fangless,Elias Zapple (Author),Kindle Edition,NA,Amazon Digital Services,2014,4.819999999999999,72,64,5,1,2,0,1
The Gentleman Bat,"Abraham Schroeder (Author), Piotr Parda (Illustrations)",Hardcover,44,Ripple Grove,2014,4.1,72,32,19,18,2,1,1
"Darkwing Duck, Vol. 3: F.O.W.L Disposition","Ian Brill, James Silvani (Illustrator)",Paperback,128,Kaboom,2011,4.01,72,23,31,15,2,1,1
Canada 123,"Kim Bellefontaine, Per-Henrik Gürth (Illustrator)",Board Book,24,Kids Can,2008,3.82,72,22,21,24,4,1,0
Gift Horse: A Lakota Story,S.D. Nelson,Hardcover,40,Harry N Abrams,1999,4.1899999999999995,72,33,24,11,4,0,1
Bimwili and the Zimwi,"Verna Aardema, Susan Meddaugh (Illustrator)",Paperback,32,Puffin,1992,4.01,72,27,25,14,6,0,1
Bóbita,Sándor Weöres,Hardcover,76,Móra,1991,4.67,72,54,12,6,0,0,1
The Children of Primrose Lane,Noel Streatfeild,Hardcover,192,Collins,1958,3.8899999999999997,72,19,29,21,3,0,0
Rumplepimple,Suzanne DeWitt Hall (Author),Paperback,40,DHStrategies,2015,4.6899999999999995,71,56,10,4,0,1,1
Up Dog,"Hazel Hutchins, Fanny (Illustrator)",Board Book,26,Annick,2012,3.61,71,18,12,37,3,1,0
Polo and the Magician!,Régis Faller,Hardcover,32,Roaring Brook,2009,4.08,71,26,25,20,0,0,1
"Cat, What Is That?","Tony Johnston, Wendell Minor (Illustrator)",Paperback,32,David R Godine Publisher,2008,3.8499999999999996,71,20,27,17,7,0,0
The Christmas Bears,Chris Conover,Hardcover,40,Farrar Straus and Giroux,2008,3.44,71,9,22,32,7,1,0
Dog Eared: Starring Otis,Amanda Harvey,Paperback,32,Dragonfly,2004,3.66,71,12,27,28,4,0,0
No Nap,"Eve Bunting (Illustrations), Susan Meddaugh (Illustrations)",Paperback,32,Clarion,1996,3.38,71,8,25,25,12,1,0
Elijah's Angel: A Story for Chanukah and Christmas,"Michael J. Rosen (Author), Aminah Brenda Lynn Robinson (Illustrator)",Hardcover,32,HMH Books for Young Readers,1992,4.21,71,32,24,13,2,0,1
Pecos Bill (Rabbit Ears),"Brian Gleeson, Tim Raglin",Hardcover,36,Rabbit Ears,1989,4.03,71,27,24,16,3,1,1
Anno's Italy,Mitsumasa Anno,Paperback,48,Philomel,1984,4.14,71,27,32,9,1,2,1
"Sign and Sing Along: Baa, Baa, Black Sheep!",Annie Kubler,NA,NA,NA,NA,3.9899999999999998,71,27,20,20,4,0,0
Scooby-Doo Team-Up Vol. 4,Sholly Fisch,Paperback,128,DC Comics,2017,3.8299999999999996,71,21,25,18,6,1,0
Plat,Patricia Lyfoung,Hardcover,48,Delcourt,2013,3.82,71,18,27,21,5,0,0
Alter Ego : Camille,"Pierre-Paul Renders, Denis Lapière, Mathieu Reynès (Illustrator), Benjamin Benéteau (Illustrator)",Hardcover,64,Dupuis,2011,3.8,71,8,41,22,0,0,0
My Dinner With Lulu,"John Stanley, Irving Tripp",Paperback,234,Dark Horse Comics,2005,4.3,71,37,22,9,2,1,1
The Enchanter's Daughter,"Antonia Barber, Errol Le Cain (Illustrator)",Hardcover,32,Farrar Straus,1988,4.42,71,38,25,8,0,0,1
In the Swamp by the Light of the Moon,Frann Preston-Gannon,Paperback,40,Templar Publishing,2019,4,70,24,26,17,2,1,0
"Cozy Light, Cozy Night",Elisa Kleven (Illustrations),Hardcover,32,Creston,2013,3.8,70,22,22,18,6,2,0
Pumpkin Baby,"Jane Yolen (Author), Susan Mitchell (Illustrator)",Hardcover,32,Key Porter,2009,3.29,70,7,15,40,7,1,0
You?,Vladimir Radunsky,Hardcover,40,HMH Books for Young Readers,2009,3.3699999999999997,70,9,22,27,10,2,0
"Hello, Calico!","Karma Wilson (Author), Buket Erdogan (Illustrations)",Board Book,14,Little Simon,2007,3.84,70,23,19,22,6,0,0
Coyote Christmas: A Lakota Story,S.D. Nelson,Hardcover,40,Harry N Abrams,2007,3.57,70,18,17,25,7,3,0
Henry the Green Engine,"Wilbert Awdry, C. Reginald Dalby (Illustrator)",Hardcover,72,Random House Books for Young Readers,2000,3.9699999999999998,70,25,23,19,1,2,0
My Little Animals Board Book,"Deni Brown, Kenneth Lilly",Board Book,36,DK Children,1998,3.61,70,14,24,25,5,2,0
Henry the Sailor Cat,Mary Calhoun,Paperback,40,Harpercoll,1998,3.7600000000000002,70,20,21,22,6,1,0
Rabbit and Skunk and the Scary Rock,"Carla Stevens, Robert Kraus (Illustrator)",Paperback,NA,Scholastic,1976,4.34,70,43,15,7,3,2,1
Darkwing Duck / DuckTales: Dangerous Currency,"Ian Brill, James Silvani (Illustrator)",Paperback,112,KaBOOM,2012,3.71,70,18,19,28,5,0,0
Grandpa Bug,"Guillaume Bianco, Antonello Dalena (Illustrations), Cécilia Giumento (Colorist), Joe Johnson (Translator)",Hardcover,48,Papercutz,2012,4.09,70,24,31,13,1,1,1
Martha Ann's Quilt for Queen Victoria,"Kyra E. Hicks (Author), Lee Edward Födi (Author) (Illustrator)",Kindle Edition,36,NA,2011,3.94,70,25,26,13,2,4,0
Mouse Magic,"Stefano Ambrosio, Lorenzo Pastrovicchio (Illustrator)",Paperback,112,Boom Town,2010,3.7600000000000002,70,23,15,25,6,1,0
"Witch, Witch Come To My Party","Arden Druce, Pat Ludlow (Illustrator)",Hardcover,32,Child,1991,4.1899999999999995,70,37,15,14,2,2,1
Cuddle Monkey,"Blake Liliane Hellman, Chad Otis (Illustrator)",Hardcover,40,Atheneum,2020,3.4299999999999997,69,8,23,29,9,0,0
Hello Spring!,Shelley Rotner,Hardcover,32,Holiday House,2017,3.72,69,13,26,28,2,0,0
Katinka’s Tail,Judith Kerr,Hardcover,32,HarperCollinsChildren,2017,3.86,69,22,21,21,4,1,0
The Laugh-Out-Loud Cats Sell Out,"Adam Koford, John Hodgman (Introduction)",Hardcover,160,Harry N Abrams,2009,4.03,69,29,21,15,0,4,1
Another Celebrated Dancing Bear,Gladys Scheffrin-Falk,Hardcover,32,Purple House,2007,3.61,69,17,21,21,7,3,0
Lasso the Moon,"Trish Holland, Valeria Petrone (Illustrations)",Hardcover,24,Golden,2005,3.88,69,25,18,20,5,1,0
A Dog Like Jack,DyAnne DiSalvo-Ryan,Paperback,32,Holiday House,2005,4,69,27,24,12,3,3,0
The Christmas Story,"Patricia A. Pingry, Wendy Edelson (Illustrator)",Paperback,32,WorthyKids,2005,3.94,69,26,18,21,3,1,0
The Very Kind Rich Lady and Her One Hundred Dogs,Chinlun Lee,Hardcover,40,Candlewick,2001,3.77,69,23,17,21,6,2,0
Buster: The Very Shy Dog,Lisze Bechtold (Author),Hardcover,48,HMH Books for Young Readers,1999,3.8099999999999996,69,21,17,28,3,0,0
The Valentine Cat,"Clyde Robert Bulla, Leonard Weisgard (Illustrator)",Paperback,52,Troll Communications Llc,1995,4.22,69,29,30,6,4,0,1
The Diary of Dennis the Menace,Steven Butler,Kindle Edition,160,Puffin,2014,4.01,69,37,12,7,10,3,1
"Three Kingdoms, Volume 01: Heroes and Chaos","Wei Dong Chen, Xiao Long Liang (Illustrator)",Paperback,176,J R Comics,2013,3.67,69,16,21,26,5,1,0
The Turf-Cutter's Donkey,Patricia Lynch,Paperback,243,The Poolbeg,1989,3.9099999999999997,69,24,24,13,7,1,0
Peter Graves,William Pène du Bois,Paperback,168,Viking Children,1950,4.3,69,36,20,11,2,0,1
Fruzzle's Mystery Talent: A Bed Time Fantasy Story for Children ages 3-10,"Karen Brueggeman (Author), Briana Paddock, Bryan Brueggeman (Illustrator)",Kindle Edition,48,Dolphins Publishing and Karen Brueggeman,2013,4.430000000000001,68,52,4,5,3,4,1
Everything Goes: 123 Beep Beep Beep!: A Counting Book,Brian Biggs,Board Book,24,Balzer,2012,3.4899999999999998,68,5,28,31,3,1,0
Zombie Cat: The Tale of a Decomposing Kitty,"Isabel Atherton (Author), Bethany Straker (Author) (Illustrator)",Hardcover,32,Skyhorse,2012,3.7600000000000002,68,22,21,15,7,3,0
Maneki Neko: The Tale of the Beckoning Cat,"Susan Lendroth (Author), Kathryn Otoshi (Illustrator)",Hardcover,32,Shens,2010,3.75,68,15,24,26,3,0,0
You Can Do It Too!,"Karen Baicker, Ken Wilson-Max (Illustrations)",Hardcover,24,Chronicle,2005,3.4899999999999998,68,9,23,29,6,1,0
Quack!,"Phyllis Root, Holly Meade (Illustrator)",Board Book,16,Candlewick,2005,3.88,68,22,22,19,4,1,0
The Little Cat Baby,Allan Ahlberg,Hardcover,32,Dial,2004,3.59,68,16,19,22,11,0,0
Virginia Lee Burton: A Life in Art,Barbara Elleman,Hardcover,136,Houghton Mifflin Company,2002,4.25,68,30,25,13,0,0,1
The Animals' Christmas Carol,Helen Ward,Hardcover,40,Millbrook,2001,3.9299999999999997,68,21,25,18,4,0,0
Rabbit's New Rug,"Judy Delton, Marc Brown (Illustrator)",Hardcover,40,Parents Magazine,1980,4.4,68,38,21,7,2,0,1
African Safari with Ted and Raymond,Rhonda Patton (Author),Paperback,40,NA,2013,4.51,68,53,4,6,3,2,1
"Max Quigley, Technically Not a Bully",James Roy (Author),Hardcover,208,HMH Books for Young Readers,2009,3.56,68,11,27,21,7,2,0
Knuckleheads,"Joan Holub (Author), Michael Slack (Author) (Illustrator)",Hardcover,40,Chronicle,2008,3.75,68,20,23,16,6,3,0
Oddly Normal: Family Reunion,Otis Frampton (Author),NA,112,Viper Comics,2007,3.51,68,10,22,30,5,1,0
Threadbear,Mick Inkpen,Paperback,32,Hachette Children,2007,4.18,68,29,25,11,3,0,1
Blueberry Mouse,"Alice Low, David Michael Friend (Illustrator)",Hardcover,24,Mondo Publishing,2004,4.06,68,24,27,15,1,1,1
"Calabash Cat, and His Amazing Journey",James Rumford (Author),Hardcover,32,Houghton Mifflin,2003,3.74,68,13,29,21,5,0,0
"Archie Americana Series: Best of the Seventies, Vol. 1","John L. Goldwater, Paul Castiglia (Editor)",Paperback,96,Archie Comic,1998,3.9099999999999997,68,24,16,26,2,0,0
Country Crossing,"Jim Aylesworth, Ted Rand (Illustrator)",Paperback,32,Aladdin Paperbacks,1995,4.25,68,38,14,11,5,0,1
Smugglers' Island,Avi,Hardcover,178,HarperCollins Publishers,1994,3.4099999999999997,68,8,23,29,5,3,0
Forgotten Forest of Oz,Eric Shanower (Author),Paperback,NA,Dark Horse Comics,1993,4.22,68,32,21,13,2,0,1
The Haunted Mountain: A Story of Suspense,"Mollie Hunter, Laszlo Kubinyi (Illustrator)",Paperback,144,Harper Trophy,1973,4.18,68,27,29,9,3,0,1
Save the Ocean,Bethany Stahl (Author),Kindle Edition,34,NA,2019,4.21,67,37,13,12,4,1,1
If I Could Give You Christmas,"Lynn Plourde (Author), Jennifer L Meyer (Contributor)",Hardcover,32,Little Brown Books for Young Readers,2019,3.8099999999999996,67,16,27,19,5,0,0
Kunkush: The True Story of a Refugee Cat,"Marne Ventura, Beidi Guo (Illustrations)",Hardcover,32,Capstone,2017,3.82,67,19,22,22,3,1,0
Miss Todd and Her Wonderful Flying Machine,"Kristina Yee, Frances Poletti",Hardcover,48,Compendium,2015,4.1,67,23,28,16,0,0,1
Fetch,"Adam Glendon Sidwell (Author), Edwin Rhemrev (illustrator)",Hardcover,46,Future House Publishing,2014,4.48,67,44,13,8,2,0,1
The Trees Have Hearts,Mrs. D. (Author),Paperback,44,Xlibris,2012,4.659999999999999,67,50,11,6,0,0,1
In the Garden,"Elizabeth Spurr, Manelle Oliphant (Author) (Illustrator)",Board Book,22,Peachtree Publishers,2012,3.94,67,17,31,17,2,0,0
Snow White,"Trixie Belle, Melissa Caruso-Scott, Oliver Lake (Illustrations)",Board Book,26,Holt Books for Young Readers,2012,3.73,67,17,23,21,4,2,0
The Little Rose,"Sheri Fink (Author), Mary Erikson Washam (Illustrator)",Hardcover,28,Sheri Fink,2011,4.54,67,52,8,2,1,4,1
Dart and the Squirrels,Nicole Izmaylov,Paperback,100,World Castle Publishing,2011,4.09,67,38,10,10,5,4,1
The Neighborhood Sing-Along,Nina Crews (Author),Hardcover,64,Greenwillow,2011,3.88,67,16,32,15,3,1,0
A Family for Old Mill Farm,"Shutta Crum (Author), Niki Daly (Illustrations)",Hardcover,32,Clarion,2007,3.7600000000000002,67,18,22,20,7,0,0
"Through The Tempests Dark and Wild: A Story of Mary Shelley, Creator of Frankenstein","Sharon Darrow, Angela Barrett (Illustrator)",Hardcover,40,Candlewick,2003,4.1499999999999995,67,26,27,12,2,0,1
Clever Cat,Peter Collington,Hardcover,32,Knopf Books for Young Readers,2000,3.8099999999999996,67,27,17,12,5,6,0
The Honey Cake Mix-Up,Ann Braybrooks,Hardcover,40,Advance Publishers,1996,4.31,67,34,22,9,2,0,1
Jamaica and Brianna,"Juanita Havill, Anne Sibley O'Brien (Author) (Illustrator)",Paperback,32,HMH Books for Young Readers,1996,3.69,67,14,25,23,3,2,0
Slobcat Mini Treasure,Paul Geraghty,Paperback,32,Red Fox,1996,4.119999999999999,67,26,24,16,1,0,1
The Black Cat,"Allan Ahlberg, André Amstutz (Illustrator)",Hardcover,24,Greenwillow,1990,3.54,67,13,21,22,11,0,0
So Many Cats!,"Beatrice Schenk de Regniers, Ellen Weis Goldstrom (Illustrations)",Paperback,32,Clarion,1988,3.7600000000000002,67,20,18,23,5,1,0
The Old Man and the Afternoon Cat,Michaela Muntean (Author),Hardcover,48,Dutton Childrens,1982,4.54,67,43,17,7,0,0,1
The Littlest Witch,"Jeanne Massey, Adrienne Adams (Illustrator)",Hardcover,34,Alfred A Knopf,1962,4.34,67,37,20,7,2,1,1
Micul Păianjen Firicel,"Diana Amft, Martina Matos (Translator)",Hardcover,32,Univers Enciclopedic Junior,2016,4.159999999999999,67,29,24,11,2,1,1
Suzy Snowflake,Angela Muse (Author),Kindle Edition,32,4EYESBOOKS,2012,3.69,67,20,22,13,8,4,0
Grown-Ups are Dumb (No Offense),Alexa Kitchen,Paperback,96,Disney,2009,3.1,67,10,11,24,20,2,0
Bumperboy Loses His Marbles,Debbie Huey (Author),Paperback,96,Adhouse,2005,4.09,67,31,18,12,5,1,1
The Owl Who Became the Moon,"Jonathan London, Ted Rand (Illustrator)",Paperback,NA,Puffin,1996,3.13,67,8,15,26,14,4,0
The Extinct Alphabet Book,"Jerry Pallotta, Ralph Masiello (Illustrator)",Paperback,32,Charlesbridge,1993,3.79,67,23,22,10,9,3,0
The Children's Crusade,Henry Treece,Paperback,176,Puffin Harmondsworth,1964,3.7,67,16,22,23,5,1,0
Luke Baldwin's Vow,Morley Callaghan,Hardcover,NA,john c winston company,1948,3.64,67,19,19,18,8,3,0
Mother Jones and Her Army of Mill Children,"Jonah Winter, Nancy Carpenter (Contributor)",Hardcover,40,Schwartz,2020,4.109999999999999,66,20,34,11,1,0,1
"Merry Christmas, Mary Christmas!","Laurie B. Friedman (Author) (Illustrations), Kathryn Durst (Illustrations)",Hardcover,32,Carolrhoda,2017,3.8499999999999996,66,14,31,19,1,1,0
Helen Keller's Best Friend Belle,"Holly M. Barry, Jennifer Thermes (Author) (Illustrations)",Hardcover,32,Albert Whitman Company,2013,3.9099999999999997,66,14,33,18,1,0,0
"Cellular Biology: Organelles, Structure, Function",April Chloe Terrazas (Author),Hardcover,34,Crazy Brainz,2012,4.17,66,35,15,10,4,2,1
Little Chick and Mommy Cat,"Marta Zafrilla, Nora Hilb (Illustrations)",Hardcover,32,Cuento de Luz,2012,3.3899999999999997,66,15,19,14,13,5,0
"Write On, Mercy! The Secret Life of Mercy Otis Warren","Gretchen Woelfle, Alexandra Wallner (Illustrator)",Hardcover,40,Calkins Creek,2012,3.55,66,9,21,33,3,0,0
Rare Treasure: Mary Anning and Her Remarkable Discoveries,Don Brown,Paperback,32,HMH Books for Young Readers,2003,3.92,66,19,26,19,1,1,0
Your Pajamas Are Showing!,"Michel-Yves Schmitt (Illustrations), Vincent Caut (Illustrations)",Hardcover,40,Graphic Universe,2013,3.5,66,16,15,24,8,3,0
Grampa and Julie: Shark Hunters,Jef Czekaj (Author),Paperback,128,Top Shelf Productions,2004,3.56,66,15,23,16,8,4,0
Nissa's Place,A. LaFaye (Author),Paperback,256,Aladdin Paperbacks,2001,3.8899999999999997,66,22,22,16,5,1,0
Gray Rabbit's 123,Alan Baker,Paperback,24,Kingfisher,1999,3.74,66,18,16,29,3,0,0
The Warrior and the Wise Man,David Wisniewski,Hardcover,32,HarperCollins Publishers,1989,4.08,66,24,25,15,2,0,1
A Girl Like Me,"Angela Johnson, Nina Crews (Author) (Contributor)",Hardcover,32,Millbrook,2020,3.92,65,17,29,16,3,0,0
Katherine's Bike Was Wonderfully Strange,"J.T.K. Belle (Author), Katie, Dad",Hardcover,44,Picklefish,2017,4.42,65,39,18,6,0,2,1
Jala and the Wolves,Marti Dumas (Author),Paperback,98,Plum Street,2015,4.34,65,35,18,11,1,0,1
Amelia's Middle-School Graduation Yearbook,Marissa Moss,Hardcover,80,Creston,2015,3.88,65,22,21,17,2,3,0
Where is the Poky Little Puppy?,"Janette Sebring Lowrey, Gustaf Tenggren (Illustrations)",Hardcover,24,Golden,2015,3.98,65,30,10,20,4,1,0
Secret of the Green Engine,"Wilbert Awdry, Richard Courtney (Illustrations)",Hardcover,32,Random House Books for Young Readers,2012,3.3099999999999996,65,12,11,29,11,2,0
